screen_name,tweet,created_at
realDonaldTrump,President @realDonaldTrump's second executive order today protects Americans from eviction. https://t.co/v0v0XEtrwN,8/8/2020 21:54
realDonaldTrump,"President @realDonaldTrump's first executive order today provides a payroll tax holiday to Americans earning less than $100,000 per year. https://t.co/0VQGowNmx2",8/8/2020 21:53
realDonaldTrump,LIVE: President @realDonaldTrump holds a news conference https://t.co/B7SnQcWVQt,8/8/2020 20:22
realDonaldTrump,Major News Conference in Ten Minutes!,8/8/2020 20:05
realDonaldTrump,"Sleepy Joe Biden just agreed with the Radical Left Democrats to raise Taxes by Three Trillion Dollars. Everyone will pay - Will kill your Stocks, 401k’s, and the ECONOMY. BIG CRASH!  #MAGA",8/8/2020 19:28
realDonaldTrump,"As a result of President @realDonaldTrump's tough actions on the Tennessee Valley Authority, the @TVAnews is now changing course on firing American workers https://t.co/cujfe56EpP",8/8/2020 0:33
realDonaldTrump,"President @realDonaldTrump in New Jersey: We sent millions of medical supplies to New Jersey, provided $3.4 billion in emergency relief funding, and $23 billion to 250,000 Jersey small businesses through the Paycheck Protection Program https://t.co/IBEULj8BHb",8/8/2020 0:33
realDonaldTrump,"Left-wing violent extremism is a serious threat to American lives and American freedom.

President @realDonaldTrump on the violence in Portland: https://t.co/oMouVwv9un",8/8/2020 0:32
realDonaldTrump,"President @realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help. https://t.co/haYxQKbAdz",8/8/2020 0:32
realDonaldTrump,"President @realDonaldTrump gives an update on payroll tax, enhanced unemployment benefits, student loan payments, and the eviction moratorium: https://t.co/5tOLVioJBw",8/8/2020 0:31
realDonaldTrump,"""We added 1.8 million new jobs in July—exceeding predictions for the third month in a row."" https://t.co/7XfyI4PhEc",8/8/2020 0:31
realDonaldTrump,LIVE: President @realDonaldTrump holds a news conference https://t.co/IkaqkcJtpR,8/7/2020 23:35
realDonaldTrump,"Big wins in Tennessee and Kansas! Congratulations to @BillHagertyTN and @RogerMarshallMD. They love our Country and they love their Great States. Strong on Crime, Military, our Vets and the Second Amendment. They have my Complete and Total Endorsement!",8/7/2020 22:58
realDonaldTrump,"I will be doing a news conference on the ChinaVirus, the just announced very good economic numbers, and the improving economy, at 7pm from Bedminster, New Jersey. Also, the subject of the Beirut, Lebanon catastrophe will be discussed.",8/7/2020 22:32
realDonaldTrump,"...We will be having a conference call on Sunday with President Macron, leaders of Lebanon, and leaders from various other parts of the world. Everyone wants to help!",8/7/2020 22:31
realDonaldTrump,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",8/7/2020 22:31
realDonaldTrump,"Had a lengthy discussion this morning with President Macron of France concerning numerous subjects, but in particular the catastrophic event which took place in Beirut, Lebanon...",8/7/2020 22:31
realDonaldTrump,Pelosi and Schumer only interested in Bailout Money for poorly run Democrat cities and states. Nothing to do with China Virus! Want one trillion dollars. No interest. We are going a different way!,8/7/2020 21:03
realDonaldTrump,https://t.co/GCdlGJpOxc,8/7/2020 14:55
realDonaldTrump,https://t.co/3Oe3SUds5k,8/7/2020 14:49
realDonaldTrump,Great Jobs Numbers!,8/7/2020 13:48
realDonaldTrump,"After yesterday’s statement, Sleepy Joe Biden is no longer worthy of the Black Vote!",8/7/2020 13:06
realDonaldTrump,"NEW: Biden draws distinction between diversity within Black and Latino communities, telling @NPR’s @lourdesgnavarro that “unlike the African-American community, with notable exceptions, the Latino community is an incredibly diverse community with incredibly different attitudes.."" https://t.co/ZbWmVZTFFL",8/7/2020 13:03
realDonaldTrump,"This is the biggest political crime and scandal in American history. Hopefully, for the good of our Country, it is coming soon! https://t.co/sgblnB0EgL",8/7/2020 12:51
realDonaldTrump,Thank you! https://t.co/OS9T8cjDy0,8/7/2020 12:49
realDonaldTrump,Thank you! https://t.co/uEytELtQQj,8/7/2020 12:48
realDonaldTrump,"@realDonaldTrump Yes! Please add to the things to do. Drain the swamp and prevent it from coming back. Set ""Term limits"" to our politicians. 
Also, establish a National standard election process that will protect and preserve the integrity of our elections.",8/7/2020 12:48
realDonaldTrump,"On this World Day Against Trafficking, I’m humbled to announce that we are deepening our commitment in the fight against Human Trafficking. Visit https://t.co/1Jm8QXdfoh for more on how the @tebowfoundation is going deeper into this fight. Will you join us? #EndHumanTrafficking https://t.co/pgrIuBhHJM",8/7/2020 12:47
realDonaldTrump,"The letter adds: “potentially allowing China to track the locations of Federal employees and contractors, build dossiers of personal information for blackmail, and conduct corporate espionage.” #TikTok #POTUS",8/7/2020 12:46
realDonaldTrump,In letter to Congress President Donald Trump calls TikTok a threat to national security because the data the app collects. The letter says: “This data collection threatens to allow the Chinese Communist Party access to Americans' personal and proprietary information...” #TikTok,8/7/2020 12:46
realDonaldTrump,"President Donald Trump on Thursday ordered an unspecified ban on ""transactions"" with the Chinese owners of the consumer apps TikTok and WeChat. https://t.co/7ThlpKPgSr",8/7/2020 12:44
realDonaldTrump,"BREAKING: Trump signs executive order forcing the divestment of TikTok by it’s owner, ByteDance.

Any company still doing business with TikTok in 45 days is subject to sanctions, Trump said https://t.co/pgycgEAm0l",8/7/2020 12:41
realDonaldTrump,"""Joe Biden this morning, he totally disparaged and insulted the black community. What he said is incredible...it was a very insulting statement he made.""

@realDonaldTrump responds to @JoeBiden saying Latinos have 'incredibly different' attitudes, unlike black Americans. https://t.co/EOoyatyq0b",8/7/2020 12:36
realDonaldTrump,"RACE COMMENT BACKLASH: @marykbruce reports on the backlash Joe Biden is facing after appearing to suggest most African Americans are uniform in their views, with Pres. Trump seizing on the comment and the Biden campaign responding. https://t.co/00yjwFpCtP https://t.co/cCXBRFsHHN",8/7/2020 12:35
realDonaldTrump,"I called the politicization of the China Virus by the Radical Left Democrats a Hoax, not the China Virus itself. Everybody knows this except for the Fake and very Corrupt Media!",8/7/2020 12:30
realDonaldTrump,https://t.co/8XG18cSqTr https://t.co/KHWhXoJG7L,8/7/2020 0:41
realDonaldTrump,WE will WIN Ohio even bigger than we did in 2016 — MAGA is stronger than ever before! https://t.co/2JB9rCzRue,8/6/2020 21:59
realDonaldTrump,"Chicago had a 139% increase in murders in July

2020 --&gt; 105

2019 --&gt; 44

Barack Obama, Joe Biden, and every single NBA player are silent.

They don't care about black lives. They care about capitalizing on black lives!",8/6/2020 21:39
realDonaldTrump,"My name is Angela Stanton King. 

I’m a proud Black woman who supports @realDonaldTrump. 

I’m done with the Democrat Party lying to my community. 

I’m running for Congress to end the lies once and for all. 

RT and follow to join my campaign of truth! <U+0001F1FA><U+0001F1F8>",8/6/2020 21:39
realDonaldTrump,"“Joe Biden’s polices put China first, and America last.” -@realDonaldTrump",8/6/2020 21:38
realDonaldTrump,"I've updated my Twitter username to stand in solidarity with my Black American friends, who first had their blackness snatched by Joe Biden, before he proceeded to tell them they are all monolithic lemmings. 

#NotableException <U+270A><U+0001F3FE>",8/6/2020 21:37
realDonaldTrump,"Fake News CNN is at it again, carrying water for Joe Biden!  
https://t.co/JaHv6P3jbx",8/6/2020 21:36
realDonaldTrump,Joe Biden’s comfort with “ African Americans “ votes is insulting. I’m black and I won’t be casting my vote for Jim Crow Joe @JoeBiden. I’m pro-America https://t.co/feu4xLCVc0,8/6/2020 21:36
realDonaldTrump,"President @realDonaldTrump: “I didn’t back down from my promises, and I’ve kept every single one” https://t.co/t49go2qstj",8/6/2020 21:15
realDonaldTrump,"For too many years, Washington stood idly by as other countries drove American workers out of their jobs.

Not under President @realDonaldTrump! https://t.co/h68f6WY9xk",8/6/2020 20:56
realDonaldTrump,President @realDonaldTrump is laying out a vision to bring thousands more factories and millions more jobs back to American soil! <U+0001F1FA><U+0001F1F8> https://t.co/3dUxpl1xjV,8/6/2020 20:55
realDonaldTrump,LIVE: President @realDonaldTrump delivers remarks at Whirlpool Corporation manufacturing plant https://t.co/2vC0EyoqoK,8/6/2020 19:31
realDonaldTrump,https://t.co/1T8pBF82x2,8/6/2020 18:37
realDonaldTrump,"Just like Radical Left New York is trying to destroy the NRA, if Biden becomes President your GREAT SECOND AMENDMENT doesn’t have a chance. Your guns will be taken away, immediately and without notice. No police, no guns!",8/6/2020 18:07
realDonaldTrump,.@JudicialWatch uncovered the Clinton Foundation/State Department pay to play scandal. I testified to Congress about it. The documents are on line if the DOJ or the NY AG would like to review them. https://t.co/c2ZLGOtAp2,8/6/2020 17:14
realDonaldTrump,Imagine going after the NRA but refusing to touch the Clinton Foundation.,8/6/2020 17:12
realDonaldTrump,Joe Biden: ‘Unlike the African American Community ... the Latino Community Is an Incredibly Diverse Community‘ https://t.co/mceJwwG7aV via @BreitbartNews. Wow! Joe Biden just lost the entire African American community. What a “dumb” thing to say!,8/6/2020 17:11
realDonaldTrump,Just departed for the Great State of Ohio! https://t.co/vAg0tdRFP8,8/6/2020 16:51
realDonaldTrump,"President @realDonaldTrump: “Joe Biden, this morning, totally disparaged and insulted the Black community” by saying Latinos have diversity of thought, unlike Black Americans https://t.co/Db4D90xbWi",8/6/2020 16:48
realDonaldTrump,"Upon departing the Oval Office for Ohio, I’ve notified my staff to continue working on an Executive Order with respect to Payroll Tax Cut, Eviction Protections, Unemployment Extensions, and Student Loan Repayment Options.",8/6/2020 15:56
realDonaldTrump,DRAIN THE SWAMP! https://t.co/68M4sN7LLD,8/6/2020 15:25
realDonaldTrump,"How can voters be sending in Ballots starting, in some cases, one month before the First Presidential Debate. Move the First Debate up. A debate, to me, is a Public Service. Joe Biden and I owe it to the American People!",8/6/2020 11:44
realDonaldTrump,"This time, the Left wants to blow up the election -- they have set up the system to break by sending tens of millions of ballots and ballot applications into the mails. I don't who will actually win, but I fear the ""vote"" won't matter to the Left... https://t.co/LpsSkSRwPd",8/6/2020 4:44
realDonaldTrump,Department of Justice admits they violated protocol in their investigation into Michael Flynn. https://t.co/tlJsgNKZMn,8/6/2020 4:42
realDonaldTrump,"The Yates hearing on Capitol Hill was another disaster for the police-state Democrats. It reinforced two critical things about them:
1) They worship abuses of power and political spying &amp; have no intentions of giving either up
2) They genuinely despise this country &amp; our rules.",8/6/2020 4:39
realDonaldTrump,Yates clearly going for an insanity defense https://t.co/1XgBlWZAfn,8/6/2020 4:38
realDonaldTrump,"How has President Trump not gone completely off the rails &amp; ballistic by now? Everyone in Washington is against the man. Every waking hour he is taking flak &amp; enemy fire, from all sides. Yet he hangs in there. Maintains composure. Trump must have nerves of steel. How's he do it?",8/6/2020 4:35
realDonaldTrump,"BREAKING: Sally Yates testified Comey went ""rogue"" regarding his persecution of Flynn",8/6/2020 4:30
realDonaldTrump,Two wonderful people! https://t.co/Fo2CLjc9YZ,8/6/2020 4:25
realDonaldTrump,"If Democrats will not make a deal, President @realDonaldTrump will pursue executive action in order to extend economic relief for the American people. https://t.co/K8qhdvelzb",8/6/2020 4:21
realDonaldTrump,"It's clear that @JoeBiden's Democrat Party is the Party of shuttered churches and broken communities. 

@realDonaldTrump will ALWAYS defend the FREE EXERCISE of faith.

If casinos are allowed to open at 50% capacity, churches can too.

RT if you agree!!!

https://t.co/P1tuVyzSyA",8/6/2020 4:19
realDonaldTrump,"Where four previous Presidents made promises to the American people about our most cherished ally, it was President @realDonaldTrump who kept his promise when he moved the American Embassy to Jerusalem! #PromisesMadePromisesKept https://t.co/t713nXueio",8/6/2020 4:19
realDonaldTrump,"Sally Yates is either lying or grossly incompetent. It is not possible she could have known so little about Dirty Cop James Comey (and others) from her high position in the Department of “Justice”. The political Crime of the Century, and she had no idea what they were doing?",8/6/2020 4:06
realDonaldTrump,"A very big CONGRATULATIONS to the great @seanhannity on having the Number One Book on the Planet, “Live Free Or Die”. The book is fantastic, and so true. Keep Sean Number One!",8/6/2020 3:51
realDonaldTrump,“Cities across the Nation that are run by Democrats are in shambles.” Matt Walsh  @TuckerCarlson,8/6/2020 0:18
realDonaldTrump,".@BillHagertyTN, an outstanding man and one of the best Ambassadors ever (Japan), is running an excellent campaign for the Senate. He loves Tennessee and loves our Country. We need him badly in Washington. He has my Complete and Total Endorsement!
https://t.co/VGeHlzYfwy",8/5/2020 22:51
realDonaldTrump,"Congressman Scott DesJarlais (@tndesjarlais) has been a tremendous advocate for Tennessee! One of my earliest supporters, he fights for our Military, Vets, Law Enforcement and the Second Amendment! Scott has my Complete and Total Endorsement! #TN04 https://t.co/ffydSSVnGL",8/5/2020 22:49
realDonaldTrump,LIVE: President @realDonaldTrump holds a news conference https://t.co/OESn53MyzQ,8/5/2020 21:47
realDonaldTrump,DRAIN THE SWAMP! https://t.co/68M4sN7LLD,8/5/2020 21:03
realDonaldTrump,"BIG NEWS! The Political Crime of the Century is unfolding. ObamaBiden illegally spied on the Trump Campaign, both before and after the election. Treason! https://t.co/6XF1pIWMNO",8/5/2020 18:10
realDonaldTrump,"Every time you see a negative Big Pharma commercial against me remember, it means your drug prices are coming way down!",8/5/2020 18:09
realDonaldTrump,https://t.co/wxCTuk4GdP,8/5/2020 17:20
realDonaldTrump,https://t.co/tdqKej2tJ2,8/5/2020 17:20
realDonaldTrump,https://t.co/NX5zpbib3E,8/5/2020 17:20
realDonaldTrump,"Sally Yates has zero credibility. She was a part of the greatest political crime of the Century, and ObamaBiden knew EVERYTHING! Sally Yates leaked the General Flynn conversation? Ask her under oath. Republicans should start playing the Democrats game!",8/5/2020 14:15
realDonaldTrump,".@CNN has no sources on the Task Force. Their “sources” are made up, pure fiction! Jim Acosta is a Fake reporter!",8/5/2020 14:05
realDonaldTrump,"Nevada has ZERO infrastructure for Mail-In Voting. It will be a corrupt disaster if not ended by the Courts. It will take months, or years, to figure out. Florida has built a great infrastructure, over years, with two great Republican Governors. Florida, send in your Ballots!",8/5/2020 11:08
realDonaldTrump,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,8/5/2020 10:43
realDonaldTrump,https://t.co/JDS4zUXXJG,8/5/2020 10:35
realDonaldTrump,MAKE AMERICA GREAT AGAIN!,8/5/2020 10:30
realDonaldTrump,Starship takes flight https://t.co/IWvwcA05hl,8/5/2020 10:28
realDonaldTrump,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,8/5/2020 10:27
realDonaldTrump,"NASA was Closed &amp; Dead until I got it going again. Now it is the most vibrant place of its kind on the Planet...And we have Space Force to go along with it. We have accomplished more than any Administration in first 3 1/2 years. Sorry, but it all doesn’t happen with Sleepy Joe! https://t.co/PRebGIEJaq",8/5/2020 10:23
realDonaldTrump,"“We are going to go to the moon, we are going to have a base on the moon, we are going to send people to mars and make life multi-planetary. This day heralds a new age of space exploration” — @elonmusk https://t.co/rdTj0td18V",8/5/2020 10:17
realDonaldTrump,"For those that thought I wasn’t into the Environment, this is the biggest bill ever passed, by far. I wonder if this will silence the Fake News? Probably not! https://t.co/hJnesKXTcL",8/5/2020 10:14
realDonaldTrump,A great race run by Roger against a very tough and smart opponent. Roger loves Kansas and will represent it incredibly well. He has my Complete and Total Endorsement. Will be a Big Win on November 3rd. This is not the opponent the Democrats wanted! https://t.co/eSG6utLq5H,8/5/2020 10:09
realDonaldTrump,"There is TREMENDOUS Lawlessness in America’s Liberal Cities. Would be so easy to stop but they have a clouded vision of what should be done. They are indoctrinated with a philosophy which will never work, a philosophy which would destroy America. Portland would be the norm!",8/5/2020 9:57
realDonaldTrump,https://t.co/JDS4zUXXJG,8/4/2020 23:38
realDonaldTrump,Great meeting today with the CoronaVirus Task Force in the Oval Office. Stay informed at: https://t.co/p9j7kZsD7b. https://t.co/nnnUHCzOLV,8/4/2020 23:01
realDonaldTrump,Record Setting Enthusiasm: President @realDonaldTrump says he thinks he has more support than ever. #AmericaFirst #MAGA #Dobbs https://t.co/QloGttHXGy,8/4/2020 23:00
realDonaldTrump,Reopening Our Schools: @realDonaldTrump says schools will begin to open rapidly and safely despite some Dem leaders trying to keep them closed. #AmericaFirst #MAGA #Dobbs https://t.co/jIsScbPSoC,8/4/2020 23:00
realDonaldTrump,Reopening America: President @realDonaldTrump says ‘we’re not shutting down’ our country and economy again. #MAGA #AmericaFirst #Dobbs https://t.co/ZQrGGYnHlT,8/4/2020 23:00
realDonaldTrump,We have far and away the most robust testing capacity in the world. https://t.co/bSJMkhD3uH,8/4/2020 23:00
realDonaldTrump,"""As we shelter those at high risk, we are also pouring every resource at our disposal into the development of therapies and vaccines.

Two vaccines candidates are currently in the final stage of clinical trials,"" with several more entering Phase 3 in the coming weeks. https://t.co/cgdfuqVvtR",8/4/2020 22:48
realDonaldTrump,"""Thanks to our major advances in treatment, we've seen vast improvements in recovery rates across all age groups . . .

The best path forward is an aggressive strategy focused on protecting Americans at highest risk."" https://t.co/zQDvULilwp",8/4/2020 22:46
realDonaldTrump,We continue to monitor Tropical Storm Isaias closely. https://t.co/qKSVWpXCoy,8/4/2020 22:44
realDonaldTrump,"""Let me begin by sending America's deepest sympathies to the people of Lebanon."" https://t.co/CZitqk2A0S",8/4/2020 22:44
realDonaldTrump,LIVE: President @realDonaldTrump holds a news conference https://t.co/qEe0fVGqeD,8/4/2020 22:08
realDonaldTrump,"Historic Presidency: @realDonaldTrump joins Lou for an exclusive interview to discuss how he’s accomplishing so much despite the relentless efforts from RINOs, Radical Dems &amp; the Deep State trying to overthrow him. 5/7 PM/ET. #MAGA #AmericaFirst #Dobbs https://t.co/4O5IptRl5t",8/4/2020 21:02
realDonaldTrump,"THE WALL STREET JOURNAL

“Trump Wins in Portland”

“Something big has changed in Portland, Ore. After weeks of chaos and flames outside the city’s federal courthouse, the past few days have seen the violence subside dramatically. What happened?” William McGurn @WSJ",8/4/2020 20:10
realDonaldTrump,I am deeply saddened by the tragic loss of eight Marines and one Sailor during a training exercise off the coast of California. Our prayers are with their families. I thank them for the brave service their loved ones gave to our Nation. #SemperFidelis,8/4/2020 19:26
realDonaldTrump,"Today we celebrated the passage of landmark legislation that will preserve America’s majestic natural wonders, priceless historic treasures, grand national monuments, and glorious national parks. It was my great honor to sign the Great American Outdoors Act into law! #HR1957 https://t.co/KxDgpidQH2",8/4/2020 19:13
realDonaldTrump,"Whether you call it Vote by Mail or Absentee Voting, in Florida the election system is Safe and Secure, Tried and True. Florida’s Voting system has been cleaned up (we defeated Democrats attempts at change), so in Florida I encourage all to request a Ballot &amp; Vote by Mail! #MAGA",8/4/2020 16:55
realDonaldTrump,https://t.co/KimkBKBhX5,8/4/2020 16:33
realDonaldTrump,"SIGNED <U+2705>: President @realdonaldtrump has signed the Great American Outdoors Act into law!

This legislation marks the single largest investment in our national parks and public lands IN HISTORY! https://t.co/vYa0sbrA4Y",8/4/2020 15:54
realDonaldTrump,The Great American Outdoors Act will ensure our national parks &amp; public lands can be enjoyed for generations to come. This would have NEVER been possible without @realDonaldTrump's leadership! #GAOA https://t.co/PscyyyhgJY,8/4/2020 15:45
realDonaldTrump,LIVE: President @realDonaldTrump signs the Great American Outdoors Act https://t.co/jxuSBLFnWD,8/4/2020 14:40
realDonaldTrump,"Big Pharma is taking ads against me because I am MASSIVELY lowering your drug prices, which is obviously not good for them. Medicare premiums will also be going down. I am the first President to take them on. Don’t fall for their false ads. Biden plan is for very big increases!",8/4/2020 14:01
realDonaldTrump,Happy 230th Birthday @USCG!! https://t.co/c2cXCEDF2x https://t.co/QsUJsWbmDh,8/4/2020 13:18
realDonaldTrump,"If you want our police departments defunded, taxes to go up by $4 TRILLION, our borders opened, and the socialist Green New Deal enacted, vote for Joe Biden.
 
@BillStepien on why we must re-elect @realDonaldTrump! https://t.co/l9PETibrWa",8/4/2020 12:24
realDonaldTrump,People are not happy that players are not standing for our National Anthem!,8/4/2020 12:20
realDonaldTrump,OPEN THE SCHOOLS!!!,8/4/2020 3:22
realDonaldTrump,"Very excited to see @SeanHannity’s long awaited new book, 'Live Free or Die: America (and the World) on the Brink' which will be released on Tuesday, August 4th. Sean is a Great American Patriot. Make sure to get your copy today! https://t.co/XNci6lJ96v",8/4/2020 2:38
realDonaldTrump,"In an illegal late night coup, Nevada’s clubhouse Governor made it impossible for Republicans to win the state. Post Office could never handle the Traffic of Mail-In Votes without preparation. Using Covid to steal the state. See you in Court! https://t.co/cNSPINgCY7",8/4/2020 1:41
realDonaldTrump,5 years ago today.... https://t.co/sdaKzuF6BB,8/4/2020 1:33
realDonaldTrump,President @realDonaldTrump: Drug prices are falling for the first time in 51 years thanks to this administration https://t.co/pfXS6SGjhY,8/4/2020 1:29
realDonaldTrump,"President @realDonaldTrump is directing @USDA, @HHSGov, and @FCC to form a task force that will break down barriers to expanding rural healthcare. https://t.co/ed6qHUYplW",8/4/2020 1:29
realDonaldTrump,"President @realDonaldTrump on the Biden-Sanders Manifesto: ""Biden is now running as the most extreme left-wing candidate in history” https://t.co/hEdMWf0TA7",8/4/2020 1:28
realDonaldTrump,"President @realDonaldTrump passed Veterans Choice and Veterans Accountability - our Veterans are finally being treated properly!

#VeteransForTrump https://t.co/cO3wIm9ojk",8/4/2020 1:28
realDonaldTrump,"""We've vastly expanded coverage allowing Medicare to cover more than 135 new services through telehealth."" https://t.co/UafmuwV0jW",8/3/2020 22:43
realDonaldTrump,"President @realDonaldTrump's latest order builds upon a series of actions we've taken to make telehealth available to ALL! 

We ensured that Medicare covers telehealth visits at no additional cost and co-payments can be waived! https://t.co/6cWPXqzO3d",8/3/2020 22:43
realDonaldTrump,President @realDonaldTrump just signed an executive order to ensure telehealth is here to stay! https://t.co/MRaI0vm10S,8/3/2020 22:43
realDonaldTrump,"""I urge all Americans to continue to socially distance, wash your hands, wear a mask when you cannot avoid crowded places, and to protect the elderly."" https://t.co/uCwcP6oGmF",8/3/2020 22:25
realDonaldTrump,"We're beginning to see evidence that the Coronavirus is receding around the country.

By the numbers: https://t.co/5xi4wf4Z7z",8/3/2020 22:24
realDonaldTrump,"The coastal areas of North Carolina, Virginia, Maryland, Delaware, and New Jersey are expected to see heavy wind and rain over the next several days.

Remain vigilant and follow the guidelines of state and local authorities! https://t.co/TouOTUWh8G",8/3/2020 22:24
realDonaldTrump,President @realDonaldTrump gives an update on Tropical Storm Isaias: https://t.co/5snaYnZdef,8/3/2020 22:24
realDonaldTrump,LIVE: President @realDonaldTrump holds a news conference https://t.co/sMUGhjnNnI,8/3/2020 21:36
realDonaldTrump,"My visits last week to Texas and Florida had massive numbers of cheering people gathered along the roads and highways, thousands and thousands, even bigger (by far) than the crowds of 2016. Saw no Biden supporters, and yet some in the Fake News said it was an equal number. Sad!",8/3/2020 15:27
realDonaldTrump,FAKE NEWS IS THE ENEMY OF THE PEOPLE!,8/3/2020 13:53
realDonaldTrump,"RECORD HIGH NASDAQ! It would all come crashing down, including your Jobs, Stocks, and 401k’s, if Sleepy Joe ever became President. China and others would own us!!!",8/3/2020 13:49
realDonaldTrump,"So Crazy Nancy Pelosi said horrible things about Dr. Deborah Birx, going after her because she was too positive on the very good job we are doing on combatting the China Virus, including Vaccines &amp; Therapeutics. In order to counter Nancy, Deborah took the bait &amp; hit us. Pathetic!",8/3/2020 13:44
realDonaldTrump,"Wow! Really bad TV Ratings for Morning Joe (@JoeNBC). @foxandfriends doing great, leading all others by far. @CNN not a factor!!!",8/3/2020 12:57
realDonaldTrump,96% Approval Rating in the Republican Party. 50% in new Rasmussen Poll (higher than Obama at this point in time). Thank you!,8/3/2020 12:22
realDonaldTrump,Cases up because of BIG Testing! Much of our Country is doing very well. Open the Schools!,8/3/2020 12:03
realDonaldTrump,FAKE NEWS IS THE ENEMY OF THE PEOPLE!,8/3/2020 11:49
realDonaldTrump,"With the exception of New York &amp; a few other locations, we’ve done MUCH better than most other Countries in dealing with the China Virus. Many of these countries are now having a major second wave. The Fake News is working overtime to make the USA (&amp; me) look as bad as possible!",8/3/2020 11:46
realDonaldTrump,"In an illegal late night coup, Nevada’s clubhouse Governor made it impossible for Republicans to win the state. Post Office could never handle the Traffic of Mail-In Votes without preparation. Using Covid to steal the state. See you in Court! https://t.co/cNSPINgCY7",8/3/2020 11:37
realDonaldTrump,"President @realDonaldTrump from his Pennsylvania tele-rally: Getting rid of fracking, like what Joe Biden and the radical Democrats would like to do, would obliterate Pennsylvania’s energy industry https://t.co/IwLWtZbsRb",8/3/2020 11:27
realDonaldTrump,"President @realDonaldTrump: We achieved record-low unemployment for African Americans, Hispanic Americans, Asian Americans and we will do it again! https://t.co/EtV9gWbkRL",8/3/2020 11:27
realDonaldTrump,"President @realDonaldTrump: Joe Biden and the far-left want to abolish borders, fully support sanctuary cities and incentivize illegal alien child smuggling https://t.co/bOxABTJkKE",8/3/2020 11:26
realDonaldTrump,President @realDonaldTrump: We passed the largest tax cut in the history of our country https://t.co/89zrfv1Qe0,8/3/2020 11:26
realDonaldTrump,"Joe Biden's radical agenda would wipe out our energy sector and destroy over 10 million American jobs.

Under @realDonaldTrump, the U.S. became a net exporter of petroleum for the first time since 1949!
https://t.co/jNoVCqouwk",8/3/2020 11:26
realDonaldTrump,President @realDonaldTrump to the people of Pennsylvania: I’ll never let you down and we will continue to put America First! https://t.co/bDRfVMhV4A,8/3/2020 11:26
realDonaldTrump,"Great to be able to participate in the Gloucester, MA Trump boat parade yesterday.  Huge turn out to support <U+2066>@realDonaldTrump<U+2069>. 4 More Years! https://t.co/XpW9oNouQ5",8/3/2020 11:25
realDonaldTrump,https://t.co/h5bAKu6Xws,8/3/2020 1:29
realDonaldTrump,"....and ruined. The Federal Government must again seek the Death Penalty in a do-over of that chapter of the original trial. Our Country cannot let the appellate decision stand. Also, it is ridiculous that this process is taking so long!",8/2/2020 19:48
realDonaldTrump,"Rarely has anybody deserved the death penalty more than the Boston Bomber, Dzhokhar Tsarnaev. The court agreed that this “was one of the worst domestic terrorist attacks since the 9/11 atrocities”. Yet the appellate court tossed out the death sentence. So many lives lost....",8/2/2020 19:48
realDonaldTrump,https://t.co/s8DJb1LxQW https://t.co/MYOBJcSuLn,8/2/2020 19:13
realDonaldTrump,Astronauts complete first splashdown in 45 years. Very exciting!,8/2/2020 18:59
realDonaldTrump,Great to have NASA Astronauts return to Earth after very successful two month mission. Thank you to all!,8/2/2020 18:54
realDonaldTrump,"When you see the Drug Companies taking massive  television ads against me, forget what they say (which is false), YOU KNOW THAT DRUG PRICES ARE COMING DOWN, BIG. Favored Nations Clause means USA will pay the lowest price of any nation in the World. Never done before. Watch!!!",8/2/2020 12:01
realDonaldTrump,"Big China Virus breakouts all over the World, including nations which were thought to have done a great job. The Fake News doesn’t report this. USA will be stronger than ever before, and soon! https://t.co/pZwjvgmVTO",8/2/2020 11:35
realDonaldTrump,The great one @marklevinshow Says Obama is a pathological liar. https://t.co/XCVC1BW1Pd,8/2/2020 11:16
realDonaldTrump,"President @realDonaldTrump: We want to get stimulus money to the people, Democrats view it as a political issue https://t.co/K52UlX9Zd0",8/2/2020 11:14
realDonaldTrump,President @realDonaldTrump met with the family of Army specialist Vanessa Guillén in the Oval Office on Thursday. https://t.co/DPUVuudUDA,8/2/2020 11:13
realDonaldTrump,“It would be truly sad if it wasn’t so scary that- Joe Biden- could be in charge of the nuclear football.” - @DonaldTrumpJr #WattersWorld https://t.co/zYW7UhHNJJ,8/2/2020 11:11
realDonaldTrump,“Don’t believe the lies you hear from the media or on social media about a Biden Victory. This is going to be a very close election. But President Trump has the edge.“ #WattersWords https://t.co/fAPCbfsqt0,8/2/2020 11:10
realDonaldTrump,.@JesseBWatters Shift in support to @realDonaldTrump in battleground states. https://t.co/XweyOKgKpb,8/2/2020 11:09
realDonaldTrump,.@JesseBWatters says @JoeBiden Doesn’t even have a base. It’s all borrowed Bernie Bros and Trump haters. https://t.co/beZQGP0Cyr,8/2/2020 11:09
realDonaldTrump,MAKE AMERICA GREAT AGAIN!,8/2/2020 11:07
realDonaldTrump,@AKA_RealDirty @JesseBWatters @realDonaldTrump https://t.co/GtXkwn7lzc,8/2/2020 11:06
